machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB0RE_1LC0RD_0LA0LD_1RA0LA_0LC---; .<A00010(010010)1.; 194; 72
1RB0RE_1LC0RD_0LA0LD_1RA0LC_1RA---; .<A000111(00111).; 162; 56
1RB0RE_1LC0RD_0LA0LD_1RA1RC_0LC---; .<A00010(010010)1.; 266; 96
1RB0RE_1LC0RD_0LA1LA_0RB1LA_---0LB; .<A11(011).; 45; 17
1RB0RE_1LC0RD_0LA1LD_0RB1LA_---0LB; .<A1110111(01110111).; 402; 140
1RB0RE_1LC0RD_0LB1LA_1LC1RA_---0RB; .<A110101(1101111).; 300; 109
1RB0RE_1LC0RD_0LD0LB_0RA0LD_1LB---; .010101(0101)B>.; 103; 36
1RB0RE_1LC0RD_0LD0LB_0RA1RB_1LB---; .010101(0101)B>.; 91; 32
1RB0RE_1LC0RD_0LD1LA_0LA1RA_---0LB; .<A11(011).; 63; 23
1RB0RE_1LC0RD_0LD1LA_0LC1RA_---0LB; .<A11(011).; 69; 25
1RB0RE_1LC0RD_0LD1LA_0LD1RA_---0LB; .<A11(011).; 69; 25
1RB0RE_1LC0RD_0LD1LA_1RA0RB_---0LC; .11(11)00110(0000)1A>.; 286; 90
1RB0RE_1LC0RD_0LD1LB_0RA1LA_---0LB; .011100(11100)A>.; 93; 33
1RB0RE_1LC0RD_0LD1LD_1RA1LC_---0RD; .1001(001001)A>.; 93; 33
1RB0RE_1LC0RD_1RA1LA_---0LE_1LB1RA; .<A111001(001001).; 186; 63
1RB0RE_1LC0RD_1RA1LA_---1RA_0LA0LB; .<A11(011).; 57; 21
1RB0RE_1LC0RD_1RB0LB_0RA---_1LE0RC; .100100(100100)A>.; 195; 67
1RB0RE_1LC0RD_1RB1LA_0LA1RA_---0LB; .<A11(011).; 57; 21
1RB0RE_1LC0RD_1RB1LA_0LC1RA_---0LB; .<A11(011).; 57; 21
1RB0RE_1LC0RD_1RB1LA_0LD1RA_---0LB; .<A11(011).; 63; 23
1RB0RE_1LC0RD_1RC0LD_0RE1LC_1RA---; .0101(1001)A>.; 51; 18
1RB0RE_1LC0RD_1RC0LD_1RA0LA_1LC---; .<A00010(010010)1.; 232; 86
1RB0RE_1LC0RD_1RD0LB_0LA0RC_1RA---; .1010(1010)01(01)A>.; 144; 62
1RB0RE_1LC0RD_1RD1LB_0LB0RA_---0LB; .11010(1010)01B>.; 224; 83
1RB0RE_1LC0RD_1RD1LB_0LB0RA_---0LC; .11010(1010)01B>.; 292; 107
1RB0RE_1LC0RD_1RD1LB_1RB0RA_---0LB; .1101(0101)B>.; 110; 41
1RB0RE_1LC0RD_1RD1LB_1LD0RA_---0LB; .1101(0101)B>.; 126; 49
1RB0RE_1LC0RD_1RE1LA_1LC1RA_---0LD; .<A11(011).; 57; 21
1RB0RE_1LC0RD_1LA0LB_0LA0RA_---0LA; .<A1101(101101101).; 181; 62
1RB0RE_1LC0RD_1LA0LB_1RC0RA_---0LA; .<A1101(101101101).; 193; 68
1RB0RE_1LC0RD_1LA0LB_1LD0RA_---0LB; .<A1101(0101).; 93; 30
1RB0RE_1LC0RD_1LA0LC_0RB1RA_---0LB; .<A101(000101).; 96; 34
1RB0RE_1LC0RD_1LA0LC_0RE---_1RA0LE; .1(1)0010101(01)A>.; 102; 33
1RB0RE_1LC0RD_1LA0LC_1RA---_0RC0LD; .<A10(010010010010)1.; 288; 98
1RB0RE_1LC0RD_1LA0LC_1RA---_0LA0LD; .<A10(010)1.; 52; 20
1RB0RE_1LC0RD_1LA0LC_1RA---_0LA1LD; .<A10(010)1.; 58; 22
1RB0RE_1LC0RD_1LA0LC_1RA---_0LC0LD; .<A10(010)1.; 60; 24
1RB0RE_1LC0RD_1LA0LC_1RA---_0LD0LD; .<A10(010010010)1.; 196; 64
1RB0RE_1LC0RD_1LA0LC_1RA---_0LE0LD; .<A10(010010010010)1.; 424; 122
1RB0RE_1LC0RD_1LA0LC_1RA---_1RA0LD; .<A10(010)1(01).; 78; 30
1RB0RE_1LC0RD_1LA0LC_1RA---_1RA0LE; .<A10(010)1(01).; 78; 30
1RB0RE_1LC0RD_1LA0LC_1RA---_1RB0LD; .<A10(010010010010)1.; 364; 114
1RB0RE_1LC0RD_1LA0LC_1RA---_1RC0LD; .<A10010(010010)101.; 262; 94
1RB0RE_1LC0RD_1LA0LC_1RA---_1RD0LD; .<A10(010)1(001).; 84; 32
1RB0RE_1LC0RD_1LA0LC_1RA---_1LA0LD; .<A10(010010)1.; 88; 32
1RB0RE_1LC0RD_1LA0LC_1RA---_1LC0LD; .<A10(010010)1.; 96; 36
1RB0RE_1LC0RD_1LA0LC_1RC---_1RA0LE; .<A10(010010)1.; 168; 54
1RB0RE_1LC0RD_1LA0LD_1RA0LA_0LB---; .<A00100101(00101).; 142; 50
1RB0RE_1LC0RD_1LA0LD_1LB0RA_0LB---; .<A11101(101101).; 104; 41
1RB0RE_1LC0RD_1LA1LB_1RB0RA_---0LC; .<A1111(1111).; 51; 19
1RB0RE_1LC0RD_1LB1LA_---1RE_0RB0LA; .<A11(111111).; 107; 40
1RB0RE_1LC0RD_1LE1LD_1RC1LA_---0LC; .<A110101(0101).; 115; 38
1RB0RE_1LC0RE_1RA0LD_0LB1RB_0RD---; .<B001(1001).; 56; 21
1RB0RE_1LC0RE_1RA0LD_1LB1RB_---0RD; .<B101(1101).; 56; 21
1RB0RE_1LC0RE_1RA1LD_1LB0LB_---1RA; .10101(101101)A>.; 106; 40
1RB0RE_1LC0RE_1RB1LD_1LB0LB_---1RA; .10101(101101)A>.; 106; 40
1RB0RE_1LC0RE_1RD0LB_---1RA_0LA1RD; .1110111011(1011)A>.; 192; 54
1RB0RE_1LC0RE_1LD0LC_1RA1RD_1RC---; .(1011110111)A>.; 148; 38
1RB0RE_1LC0LA_---0LD_1RD1RA_1LB0RB; .(111)A>.; 42; 7
1RB0RE_1LC0LA_---0LD_1RD1RA_1LB1RC; .111(111)011B>.; 216; 74
1RB0RE_1LC0LA_---0LD_1RD1RA_1LE0RB; .(111)A>.; 54; 7
1RB0RE_1LC0LA_---0LD_1LE0LB_1RA0RB; .10101(0101)A>.; 73; 26
1RB0RE_1LC0LA_---1LD_0RE0LE_1LB1RA; .(0101)A>.; 44; 15
1RB0RE_1LC0LA_---1LD_0LE1LA_1RA0LB; .10101(0101)A>.; 81; 32
1RB0RE_1LC0LA_---1LD_1RA0LB_0LD0RE; .1011(11)B>.; 69; 23
1RB0RE_1LC0LA_---1LD_1RA0LB_0LD1RA; .1011(11)B>.; 63; 21
1RB0RE_1LC0LA_---1LD_1RA1LB_1RD0LE; .<A0111111111(111111).; 209; 66
1RB0RE_1LC0LA_---1LD_1RA1LE_1LB1RA; .<A01111(1111).; 66; 24
1RB0RE_1LC0LA_---1LD_1RD1LE_1LB1RA; .<A01111(1111).; 72; 26
1RB0RE_1LC0LA_0RA1RD_1LB1LD_---1RA; .00101(0101)A>.; 72; 26
1RB0RE_1LC0LA_0RA1LD_1LB0RB_---1RA; .00101(0101)A>.; 72; 26
1RB0RE_1LC0LA_0RA1LD_1LB1LD_---1RA; .00101(0101)A>.; 60; 22
1RB0RE_1LC0LA_0RB0LD_1RA0LC_1RD---; .1011011011011(011011)A>.; 241; 70
1RB0RE_1LC0LA_0LA0LD_0RE0LC_1RA---; .(0101)A>.; 32; 9
1RB0RE_1LC0LA_0LA0LD_1RC0LC_1RA---; .(0101)A>.; 36; 11
1RB0RE_1LC0LA_0LB0LD_1RA0RB_0RD---; .<A001011(01011).; 120; 42
1RB0RE_1LC0LA_0LD0LC_1RD0RA_---0RB; .111(111)0A>.; 102; 36
1RB0RE_1LC0LA_0LD1LC_1RA0LD_0RD---; .101(0101)1B>.; 94; 33
1RB0RE_1LC0LA_1RA0LD_1RD0LB_1RA---; .10101(0101)A>.; 141; 46
1RB0RE_1LC0LA_1RB0LD_1LB0LD_1RA---; .010101(0101)A>.; 81; 30
1RB0RE_1LC0LA_1RD0LB_1RA0RC_0LD---; .<A0010101(01010101)1.; 219; 79
1RB0RE_1LC0LA_1RD0LB_1RA0RC_1LB---; .<A001010(101010101010)01.; 379; 134
1RB0RE_1LC0LA_1RD1LB_---0RA_1RD0LB; .<A01111(1111).; 99; 35
1RB0RE_1LC0LA_1RD1LB_---1RE_1LB1RD; .<A01111(111111).; 155; 58
1RB0RE_1LC0LA_1LA0LD_1RD0LB_1RA---; .<A11001(0101).; 127; 42
1RB0RE_1LC0LA_1LA0LD_1LB1RD_0RD---; .<A111011011011(011).; 227; 57
1RB0RE_1LC0LA_1LD0RD_0LE0LB_1RA---; .10101(0101)1B>.; 85; 31
1RB0RE_1LC0LA_1LD0LB_1LA---_1RA1LE; .<A11101(01010101).; 180; 63
1RB0RE_1LC0LA_1LD0LB_1LE---_1RA0LE; .(01010101)A>.; 152; 47
1RB0RE_1LC0LA_1LD0LC_1RA0LA_1RA---; .10101(0101)A>.; 69; 26
1RB0RE_1LC0LA_1LD0LC_1RA0LD_1RA---; .10101(010101)A>.; 117; 41
1RB0RE_1LC0LA_1LD0LC_1RA1RD_1RC---; .101110111(011101110111)A>.; 419; 136
1RB0RE_1LC0LA_1LD0LC_1RD0LA_1RA---; .(0101)A>.; 36; 13
1RB0RE_1LC0LA_1LD0LC_1LA0RB_1RA---; .<A1101010(1010)01.; 135; 46
1RB0RE_1LC0LA_1LD0LC_1LA0LA_1RA---; .<A110011001(1001).; 105; 36
1RB0RE_1LC0LA_1LE0LD_1LC1RA_1RD---; .11011(011011)A>.; 140; 51
1RB0RE_1LC0LB_---0LD_1LE0LD_1RA0LB; .<D01010(1010)01.; 113; 44
1RB0RE_1LC0LB_0RA1RD_1RC1LB_1LD---; .0111(0111011101110111)110A>.; 866; 267
1RB0RE_1LC0LB_0RD0LB_0RA1RD_1LB---; .010110(110110110)A>.; 412; 147
1RB0RE_1LC0LB_0RD1LD_1RB1RA_---0RD; .01001(001001)A>.; 132; 48
1RB0RE_1LC0LB_0LD0RB_1LE1LB_1RA---; .10101(0101)1B>.; 73; 27
1RB0RE_1LC0LB_0LD1LC_1RD0RA_0RB---; .(110110)A>.; 56; 16
1RB0RE_1LC0LB_1RA1RD_1LB1RD_1RC---; .<B00100100(100100)01.; 249; 90
1RB0RE_1LC0LB_1RD1RC_1LB1RE_0RA---; .1101111011110(11110111101111011110)A>.; 1137; 390
1RB0RE_1LC0LB_1RD1LB_0RA1RD_---0RC; .11(0111111)110A>.; 127; 39
1RB0RE_1LC0LB_1RD1LB_1RB0RA_---0RC; .<B1111(111111)001.; 215; 76
1RB0RE_1LC0LB_1LD0LC_1RA0LB_1RA---; .<C01010(1010)01.; 113; 44
1RB0RE_1LC0LB_1LD1LA_0RA---_0RA1RA; .00010(010010)1A>.; 140; 51
1RB0RE_1LC0LC_---1LD_0LE1RA_1RA0LB; .10101(0101)A>.; 85; 32
1RB0RE_1LC0LC_0RD1LD_0LB1RA_1RC---; .<B01100110(0110).; 106; 36
1RB0RE_1LC0LC_0LA1LD_1RE---_0LB0RA; .<A01010(1010).; 117; 41
1RB0RE_1LC0LC_0LD1LB_1LE---_0RA1RE; .00001(001)10A>.; 81; 29
1RB0RE_1LC0LC_1RD1LB_0RA1RD_1LB---; .1111(1111)0A>.; 63; 23
1RB0RE_1LC0LC_1RE0LD_1LB---_1RE0RA; .<B10(110110)0101100.; 140; 44
1RB0RE_1LC0LC_1LD0LB_1RA---_1RD0RB; .<B000(00)10001(1).; 114; 39
1RB0RE_1LC0LC_1LD0LB_1RD0RA_0LD---; .<C1000(00)100.; 118; 42
1RB0RE_1LC0LD_---0RB_1LE1LB_1RA1LA; .101(0101)A>.; 54; 20
1RB0RE_1LC0LD_---1LD_1RE1LB_1RA1LE; .11(1111)01011111101A>.; 203; 57
1RB0RE_1LC0LD_---1LD_1LE1LB_1RA1LE; .1111(1111)01011111101A>.; 225; 63
1RB0RE_1LC0LD_0RA1LA_---1LB_1RC1RE; .0010110(10110)A>.; 96; 34
1RB0RE_1LC0LD_0RB0LB_1RD1RA_---0LC; .1111(111)A>.; 98; 34
1RB0RE_1LC0LD_0RB0LB_1RD1RA_---0LD; .1111(111)A>.; 86; 30
1RB0RE_1LC0LD_0RB0LB_1RD1RA_---1LC; .1111(111)A>.; 92; 32
1RB0RE_1LC0LD_0RD0LB_0LA0RE_1RA---; .00101(0101)A>.; 81; 29
1RB0RE_1LC0LD_0RD0LB_0LA1RD_1RA---; .00101(0101)A>.; 93; 33
1RB0RE_1LC0LD_0LB1LA_---1RA_0RB0RA; .<A11(0101).; 55; 21
1RB0RE_1LC0LD_0LD0LB_1RA0RD_0LB---; .10101(0101)1B>.; 135; 50
1RB0RE_1LC0LD_0LD0LB_1RD1RA_---0LD; .1111111(111)A>.; 155; 50
1RB0RE_1LC0LD_1RA0RB_1LB---_1LE0RC; .10(1010)01A>.; 122; 42
1RB0RE_1LC0LD_1RA1RB_---1LB_0RC1RC; .(1011)A>.; 38; 11
1RB0RE_1LC0LD_1RA1RB_---1LB_0RD1RC; .(1011)A>.; 34; 11
1RB0RE_1LC0LD_1RB0LB_1RA0RD_1LB---; .<C1010101(01)1.; 115; 29
1RB0RE_1LC0LD_1RC1LA_---0LB_0RA1RA; .0010(010010)1A>.; 140; 51
1RB0RE_1LC0LD_1RC1LA_---0LB_0LB1RA; .0010(010)11B>.; 103; 38
1RB0RE_1LC0LD_1RD1LB_---0LA_0RA1RE; .000(0)10(01110)A>.; 111; 42
1RB0RE_1LC0LE_---0LD_1RA1LB_1LD1RA; .11(011)1B>.; 46; 17
1RB0RE_1LC0LE_---1LD_1RA0LB_0LD0RE; .1011(11)B>.; 69; 23
1RB0RE_1LC0LE_0RA0LD_0LB---_1RC0LC; .0010010(010010)A>.; 164; 68
1RB0RE_1LC0LE_0RA0LD_0LB---_1RC1RB; .0010010(010010)A>.; 152; 62
1RB0RE_1LC0LE_0LD0LC_1RD0RA_---1RB; .111(111)0A>.; 102; 36
1RB0RE_1LC0LE_0LD1LD_1RA0LB_---0RC; .1011(11)B>.; 69; 23
1RB0RE_1LC0LE_1RA0RD_1LD1LB_---0RD; .<B1111(111).; 88; 30
1RB0RE_1LC0LE_1RA0LD_0LB0RD_0RC---; .1001001(001001)A>.; 176; 64
1RB0RE_1LC0LE_1RA0LD_0LB1LC_0RC---; .1001001(001001)A>.; 160; 58
1RB0RE_1LC0LE_1RA0LD_1LB1RB_---0RD; .<B10111(10111)01(11).; 289; 99
1RB0RE_1LC0LE_1LB1RD_---1RE_0RC0LA; .<A00111(111).; 111; 41
1RB0RE_1LC0LE_1LD0LB_1RE---_1RA0RA; .1(1)0010(00)1A>.; 69; 25
1RB0RE_1LC0LE_1LD0LB_1LE---_1RA0RA; .1(1)00010(00)1A>.; 75; 27
1RB0RE_1LC1RA_---0LD_1RA0RE_0LA1RC; .(111)A>.; 38; 7
1RB0RE_1LC1RA_---0LD_1RA1RE_0LA1RC; .(111)A>.; 46; 7
1RB0RE_1LC1RA_---0LD_1RA1LD_1LA1RC; .(111)A>.; 24; 8
1RB0RE_1LC1RA_---0LD_1RE0LE_1RA1LC; .(1101)A>.; 26; 9
1RB0RE_1LC1RA_---0LD_1LA0RE_0LA0RC; .<A101(1111).; 88; 30
1RB0RE_1LC1RA_---0LD_1LA0RE_1LB0RC; .<A101(1111).; 52; 18
1RB0RE_1LC1RA_---0LD_1LA0LA_1LD0LB; .<A101(0101).; 48; 18
1RB0RE_1LC1RA_---0LD_1LA1RB_---0RC; .<A101(1111).; 64; 22
1RB0RE_1LC1RA_---0LD_1LA1RE_0LA0RC; .<A101(1111).; 112; 38
1RB0RE_1LC1RA_---0LD_1LA1RE_1LC0RC; .<A101(1111).; 64; 22
1RB0RE_1LC1RA_---0LD_1LA1LA_0RC1LB; .<A101(101101).; 118; 41
1RB0RE_1LC1RA_---0LD_1LA1LA_1RC1LB; .<A101(101101).; 118; 41
1RB0RE_1LC1RA_---0LD_1LA1LB_1LB0RC; .<A101(1111).; 64; 22
1RB0RE_1LC1RA_---0LD_1LA1LD_---0RC; .<A1(1111)01.; 40; 14
1RB0RE_1LC1RA_---0LD_1LA1LE_1RB1LB; .<A101(1011101).; 130; 41
1RB0RE_1LC1RA_---0LD_1LE1RB_1RB0RC; .(1111)A>.; 36; 9
1RB0RE_1LC1RA_---0LD_1LE1LD_1RA0LB; .101010101(01010101)11A>.; 263; 92
1RB0RE_1LC1RA_---0LD_1LE1LD_1RB0RC; .(1111)A>.; 28; 10
1RB0RE_1LC1RA_---0LD_1LE1LE_1RB1LB; .(1111011)A>.; 104; 29
1RB0RE_1LC1RA_---1RD_1RA1LB_1LE0LD; .(111111)A>.; 116; 33
1RB0RE_1LC1RA_---1LD_0RE0LA_1LB1LA; .<A0111(111111).; 174; 63
1RB0RE_1LC1RA_---1LD_1RA0LA_1LB1LA; .<A0111111(111111).; 237; 83
1RB0RE_1LC1RA_---1LD_1RA1LC_1RB0LD; .1(111111)B>.; 85; 30
1RB0RE_1LC1RA_---1LD_1RA1LC_1LA0LD; .(111111)A>.; 76; 26
1RB0RE_1LC1RA_---1LD_1RB0LA_1LB1LA; .<A0111(111111).; 164; 59
1RB0RE_1LC1RA_---1LD_1RB0LD_1RA0RC; .1101(01101)A>.; 69; 25
1RB0RE_1LC1RA_---1LD_1RE0LA_0LB1RB; .<A011011011011(011011).; 260; 79
1RB0RE_1LC1RA_---1LD_1RE0LA_1LB1LA; .<A0111(111111).; 184; 67
1RB0RE_1LC1RA_---1LD_1RE1LA_1LD0LB; .1111(111)B>.; 61; 22
1RB0RE_1LC1RA_0RB0LD_0LC0LA_0RD---; .0111(11111111)A>.; 246; 60
1RB0RE_1LC1RA_0RC0LD_1RD0LB_---0RC; .111111(0111111)A>.; 297; 105
1RB0RE_1LC1RA_0RC0LD_1RD0LB_---0LC; .111111(0111111)A>.; 309; 109
1RB0RE_1LC1RA_0RC0LD_1LA1LD_---0LC; .<A1(1111)01.; 42; 14
1RB0RE_1LC1RA_0RD1LC_---0LE_1LA0RC; .<A101(1111).; 48; 16
1RB0RE_1LC1RA_0RD1LC_---0LE_1LA0RD; .<A101(1111).; 46; 16
1RB0RE_1LC1RA_0RD1LC_1LA0LD_---0RD; .<A101(1111).; 46; 16
1RB0RE_1LC1RA_0LA0LD_1RA0RC_---0LD; .(111)A>.; 32; 7
1RB0RE_1LC1RA_0LA0LD_1RA0RC_---1RC; .(111)A>.; 38; 7
1RB0RE_1LC1RA_0LA0LD_1LA0RC_---0RC; .<A101(1111).; 88; 30
1RB0RE_1LC1RA_0LA1RD_---0RB_0LB1RD; .<A0101(01111101).; 290; 100
1RB0RE_1LC1RA_0LD0LD_1RA0RB_---0LD; .(111)A>.; 26; 7
1RB0RE_1LC1RA_0LE0RD_---1LB_1LA0RC; .<A1011(111111).; 121; 35
1RB0RE_1LC1RA_1RA0LD_1LA1LA_---0LC; .<A101(111).; 88; 31
1RB0RE_1LC1RA_1RA1LD_0RA1LC_---0LC; .1111(111111)A>.; 199; 73
1RB0RE_1LC1RA_1RB0LD_1LC0LA_1RD---; .<A001011(01101).; 109; 35
1RB0RE_1LC1RA_1LA0RD_---0LE_1LB0RC; .<A111011011(011011).; 220; 73
1RB0RE_1LC1RA_1LA0LD_0LB1LB_0RC---; .<A1100100100100(100100).; 270; 90
1RB0RE_1LC1RA_1LA1RD_1LD0LC_---0RC; .<A101(1111).; 80; 26
1RB0RE_1LC1RA_1LA1RD_1LD0LC_---0RD; .<A101(1111).; 76; 26
1RB0RE_1LC1RA_1LC0LD_1LA1RC_---0RC; .<A101(1111).; 64; 22
1RB0RE_1LC1RA_1LC0LD_1LA1RC_---0RD; .<A101(1111).; 68; 22
1RB0RE_1LC1RA_1LC0LD_1LA1LA_---0RC; .<A101(111111111111).; 468; 136
1RB0RE_1LC1RA_1LD0RC_1LE---_0RB0LB; .001000100(0100)B>.; 154; 50
1RB0RE_1LC1RA_1LD0RD_---0LE_1LA1RC; .<A1011(1111).; 142; 45
1RB0RE_1LC1RA_1LD0RD_---0LE_1LA1LC; .<A10110(0110).; 83; 28
1RB0RE_1LC1RA_1LD1LC_0RB0LA_---1RA; .(0101)A>.; 26; 9
1RB0RE_1LC1RA_1LD1LC_0RB0LA_---1LD; .(0101)A>.; 34; 11
1RB0RE_1LC1RA_1LD1LC_1LA0LD_---0RD; .<A1111(1111).; 51; 19
1RB0RE_1LC1RB_---0LD_1RA0RD_1LE0LB; .<D01011(11).; 132; 45
1RB0RE_1LC1RB_---0LD_1LA0RE_1LD1LB; .<A101(111111).; 140; 52
1RB0RE_1LC1RB_---0LD_1LE1LD_1RA0LB; .10101(010101010101)A>.; 277; 94
1RB0RE_1LC1RB_---1LD_0RA0LA_1LB1RE; .00(0)11(111)B>.; 85; 34
1RB0RE_1LC1RB_---1LD_0RA0LA_1LB1LA; .011(111)B>.; 80; 32
1RB0RE_1LC1RB_---1LD_1RA0LB_0LD0RE; .1011(11)B>.; 41; 15
1RB0RE_1LC1RB_---1LD_1RA0LB_1LA0RE; .1011(11)B>.; 41; 15
1RB0RE_1LC1RB_---1LD_1RE0LB_1LA0RA; .1011(11)B>.; 41; 15
1RB0RE_1LC1RB_0RA0LD_1RD0LB_1RC---; .0010010(010)A>.; 122; 48
1RB0RE_1LC1RB_0RD1LD_1RA0LB_---0RC; .100011(11)B>.; 53; 21
1RB0RE_1LC1RB_0LD0LC_1RD0RA_---1RB; .111(1111)0A>.; 110; 39
1RB0RE_1LC1RB_1RA0LD_0LB0RD_0RC---; .<B0010010(010010)100.; 181; 66
1RB0RE_1LC1RB_1RA0LD_0LB1LC_0RC---; .<B0010010(010010)100.; 175; 64
1RB0RE_1LC1RB_1RA0LD_0LC1LB_---0RB; .<B10111011(011011)1.; 207; 70
1RB0RE_1LC1RB_1RA0LD_1RC0LB_1RC---; .<B0010(010)100.; 130; 49
1RB0RE_1LC1RB_1RA0LD_1LA1LB_---0RB; .<A1011011(011011)1.; 202; 70
1RB0RE_1LC1RB_1RA1LD_1LA0LB_0RD---; .<A1111111(111111)011.; 328; 110
1RB0RE_1LC1RB_1RD0LB_---1RE_1RA0RC; .(111111111111)A>.; 368; 93
1RB0RE_1LC1RB_1RD0LB_0LA0RC_1RA---; .1010(1010)01(01)A>.; 136; 58
1RB0RE_1LC1RB_1LD0RC_1LE---_1LA0LB; .<A1111(1111)01111.; 161; 57
1RB0RE_1LC1RB_1LD0LC_1RA1RD_1RB---; .1(1111)B>.; 53; 18
1RB0RE_1LC1RC_0RA1LD_1RC1LB_---0LD; .01010(1010)A>.; 96; 34
1RB0RE_1LC1RC_0LA0LD_1RA0LB_1RA---; .<A01001001(001001001001001001001001).; 1030; 326
1RB0RE_1LC1RC_1RA0LD_1LB1LD_---1RB; .<B1(10111011)01(0).; 170; 59
1RB0RE_1LC1RC_1RA0LD_1LC0LA_1RB---; .(10111)A>.; 42; 11
1RB0RE_1LC1RC_1RA0LD_1LE0RD_0LC---; .111111(1111)B>.; 145; 56
1RB0RE_1LC1RC_1RA1LD_0RB0LC_1RC---; .(1111)A>.; 46; 15
1RB0RE_1LC1RC_1RA1LD_0RB0LC_1LD---; .(1111)A>.; 50; 15
1RB0RE_1LC1RC_1RA1LD_0LB0LC_0LC---; .1111111111(1111)B>.; 168; 62
1RB0RE_1LC1RC_1RA1LD_0LB0LC_0LD---; .1111111111(1111)B>.; 198; 72
1RB0RE_1LC1RC_1RA1LD_0LB0LC_1RC---; .111111111(111111111111)A>.; 427; 147
1RB0RE_1LC1RC_1RA1LD_0LC0RE_---1RB; .1101(1101)B>.; 114; 44
1RB0RE_1LC1RC_1RA1LD_1RB1LB_---1RA; .10101(0101)A>.; 84; 28
1RB0RE_1LC1RC_1LD1LC_0RE1LA_---1RA; .(0101)A>.; 28; 9
1RB0RE_1LC1RC_1LD1LC_1RD1LA_---1RA; .(0101)A>.; 32; 11
1RB0RE_1LC1RD_---0LD_1RA0LA_0LD0RC; .<A001111(01111).; 192; 66
1RB0RE_1LC1RD_---0LD_1RA0LA_1LB0RA; .<A001101(01101).; 114; 40
1RB0RE_1LC1RD_---0LD_1RA1RE_0LA0RC; .(1111)A>.; 48; 9
1RB0RE_1LC1RD_---0LD_1RA1LC_0LE1RD; .(1111)A>.; 26; 9
1RB0RE_1LC1RD_---0LD_1RA1LC_0LE1LA; .(1111)A>.; 30; 9
1RB0RE_1LC1RD_---0LD_1RA1LE_0LD0RC; .1111(01111)A>.; 111; 39
1RB0RE_1LC1RD_---0LD_1LE1LA_1RA0LB; .10101(01010101)A>.; 189; 72
1RB0RE_1LC1RD_---1LA_1RA0LA_1LA0LB; .<A11(0101).; 59; 21
1RB0RE_1LC1RD_---1LA_1RA1RD_0LD0LB; .<A11(0101).; 47; 17
1RB0RE_1LC1RD_---1LA_1RA1RD_1LA0LB; .<A11(0101).; 47; 17
1RB0RE_1LC1RD_---1LA_1RE1RD_1RB0LB; .<A11(0101).; 47; 17
1RB0RE_1LC1RD_---1LA_1RE1LD_1RB0LB; .<A11(0101).; 69; 28
1RB0RE_1LC1RD_---1LD_1RA0LC_1LD1LA; .(1111)A>.; 30; 11
1RB0RE_1LC1RD_---1LD_1RB0LA_1RA0RC; .<A01111(1111).; 96; 34
1RB0RE_1LC1RD_---1LD_1LA0LB_1LA1RA; .<A111(011011).; 76; 26
1RB0RE_1LC1RD_---1LD_1LA1RA_0RD0LB; .<A11100110(0110).; 124; 42
1RB0RE_1LC1RD_0RA1LA_0RE1LE_---0LC; .<A101(11).; 110; 37
1RB0RE_1LC1RD_0RB0LB_0RA---_1LE0LB; .010101010(101010101010)A>.; 688; 236
1RB0RE_1LC1RD_0RB0LD_1RA0LC_1RC---; .011011011(011)A>.; 261; 78
1RB0RE_1LC1RD_0RD0LB_0RA0LC_1LA---; .00110(10110)A>.; 237; 85
1RB0RE_1LC1RD_0LA1LA_---0RC_1LB1LC; .<A11(111111).; 147; 50
1RB0RE_1LC1RD_0LA1LA_---0RE_0RB0LB; .<A11(011).; 39; 15
1RB0RE_1LC1RD_0LA1LA_---1RB_1LB1LC; .<A11(111111).; 119; 42
1RB0RE_1LC1RD_0LA1LA_---1RC_0RB0LB; .<A11(011).; 45; 17
1RB0RE_1LC1RD_0LB0LD_1LA---_0RB0RA; .<A101(0101).; 42; 16
1RB0RE_1LC1RD_0LD0LB_0RA0LC_1RC---; .01(100101)00101B>.; 150; 47
1RB0RE_1LC1RD_0LD1LC_1RA0LB_---0RC; .(1111)A>.; 34; 11
1RB0RE_1LC1RD_0LD1LC_1RA1RA_---0RC; .(1111)A>.; 28; 9
1RB0RE_1LC1RD_0LD1LC_1RC1RA_---0RC; .(1111)A>.; 34; 11
1RB0RE_1LC1RD_0LD1LC_1RC1RA_---0LD; .(1111)A>.; 32; 11
1RB0RE_1LC1RD_1RA1LA_---1RC_1LA0LB; .<A11(0101).; 47; 17
1RB0RE_1LC1RD_1RA1LA_---1RE_0LC0LA; .<A11(111).; 127; 44
1RB0RE_1LC1RD_1RA1LD_1LA0LC_---1RC; .1111(1111)011A>.; 166; 63
1RB0RE_1LC1RD_1RB1LC_1LE1RA_---0LD; .(111)A>.; 28; 7
1RB0RE_1LC1RD_1RD0LB_1LC1RA_---0RC; .<B01111(11111).; 127; 44
1RB0RE_1LC1RD_1LA0RB_1LE0RA_---0LB; .<A1101(101101101).; 304; 100
1RB0RE_1LC1RD_1LA0LB_0LA0RA_0LA---; .<A1101(101101101).; 217; 74
1RB0RE_1LC1RD_1LA0LB_1LA0RA_---0LA; .<A1101(101101101).; 217; 74
1RB0RE_1LC1RD_1LA0LC_0RE0LE_---1RB; .<A101(101).; 114; 40
1RB0RE_1LC1RD_1LA0LC_0RE1LC_---1RB; .<A101(101).; 108; 38
