machine ID,machine description
13093616,1RB1LD_1RC---_1RD0RA_0LA0RE_1LD0LE
13093701,1RB1LD_1RC---_1RD0RA_1RE0LD_1LA0RC
13093910,1RB1LD_1RC---_1RD0RB_0LA0RE_0RA0LC
13093911,1RB1LD_1RC---_1RD0RB_0LA0RE_0RB0LC
13093919,1RB1LD_1RC---_1RD0RB_0LA0RE_1LB0LC
13093939,1RB1LD_1RC---_1RD0RB_0LA1RE_0RA0LA
13094975,1RB1LD_1RC---_1RD0LA_0LE0RC_0LB1LE
13095178,1RB1LD_1RC---_1RD0LA_1LE0LE_0LA0RA
13095223,1RB1LD_1RC---_1RD0LB_1LE0RC_1LC0LA
13095246,1RB1LD_1RC---_1RD0LC_1LA1RE_1LC0RE
13095460,1RB1LD_1RC---_1RD0LE_0LA0RA_1RC1LC
13095838,1RB1LD_1RC---_1RD1RA_0LA0LE_0RB0LA
13099553,1RB1LD_1RC---_1LA0RA_1RA0LE_0LD0LA
13100442,1RB1LD_1RC---_1LA0RE_---1LE_1LB0LA
13101334,1RB1LD_1RC---_1LA0RE_0LE1LD_0RB0LA
13101387,1RB1LD_1RC---_1LA0RE_1RA0LA_1LB0LD
13104782,1RB1LD_1RC---_1LA1RD_0RE0LA_1RA0LE
13105126,1RB1LD_1RC---_1LA1RD_1RE0LA_0RA1RB
13106493,1RB1LD_1RC---_1LA1RE_1RE0LA_0RA0LD
13112430,1RB1LD_1RC---_1LC1LA_1RE1RD_0RA0LE
13113311,1RB1LD_1RC---_1LD0RA_0RD0LE_1RE0LC
13114685,1RB1LD_1RC---_1LD0RE_0LE1LD_0RB0LA
13114834,1RB1LD_1RC---_1LD0RE_1LE0LA_0RD0RA
13115534,1RB1LD_1RC---_1LD0LD_0LE0RA_0LA1LE
13115584,1RB1LD_1RC---_1LD0LD_1LE0RA_0LA0RC
13116338,1RB1LD_1RC---_1LD1RA_1RE0LD_0LA0RC
13119602,1RB1LD_1RC0RA_0RD---_0LE0RA_1LA1LC
13119609,1RB1LD_1RC0RA_0RD---_0LE0LC_1RD1LA
13119610,1RB1LD_1RC0RA_0RD---_0LE0LC_1LA0RD
13119614,1RB1LD_1RC0RA_0RD---_0LE0LC_1LA1LA
13119806,1RB1LD_1RC0RA_0RD0RB_1LC0LE_1LA---
13119816,1RB1LD_1RC0RA_0RD0RD_1LC0LE_1LA---
13120220,1RB1LD_1RC0RA_0LA---_1RD0LE_1RD1LA
13120459,1RB1LD_1RC0RA_0LA0RA_0LB1LE_0LA---
13120460,1RB1LD_1RC0RA_0LA0RA_0LB1LE_1LC---
13120461,1RB1LD_1RC0RA_0LA0RA_0LC1LE_1LA---
13120462,1RB1LD_1RC0RA_0LA0RA_0LC1LE_1LB---
13120513,1RB1LD_1RC0RA_0LA0RB_1LC0LE_0RC---
13120514,1RB1LD_1RC0RA_0LA0RB_1LC0LE_1RB---
13120554,1RB1LD_1RC0RA_0LA0RD_1RE0LD_1RA---
13120584,1RB1LD_1RC0RA_0LA0RE_0LB1LC_---0RD
13120585,1RB1LD_1RC0RA_0LA0RE_0LB1LC_---1RC
13120602,1RB1LD_1RC0RA_0LA0RE_1RB1LC_---0LB
13120636,1RB1LD_1RC0RA_0LA0RE_1LC0LB_---1RD
13120722,1RB1LD_1RC0RA_0LA0LB_0LB1LE_0LA---
13120723,1RB1LD_1RC0RA_0LA0LB_0LB1LE_1LC---
13120870,1RB1LD_1RC0RA_0LA0LE_0LB1LC_---0RA
13120871,1RB1LD_1RC0RA_0LA0LE_0LB1LC_---1RD
13121210,1RB1LD_1RC0RA_0LA1RE_1RB1LC_---0LA
13121579,1RB1LD_1RC0RA_0LA1LE_0LB1LC_---1RB
13122814,1RB1LD_1RC0RA_1RD---_0LE0LC_0RA1LA
13122816,1RB1LD_1RC0RA_1RD---_0LE0LC_0RE1LA
13122817,1RB1LD_1RC0RA_1RD---_0LE0LC_1RD1LA
13122818,1RB1LD_1RC0RA_1RD---_0LE0LC_1RE1LA
13122819,1RB1LD_1RC0RA_1RD---_0LE0LC_1LA0RD
13122820,1RB1LD_1RC0RA_1RD---_0LE0LC_1LA1LA
13123113,1RB1LD_1RC0RA_1RD0LC_0LE1LC_---1LA
13123308,1RB1LD_1RC0RA_1RD1LA_0LC0LE_1LB---
13123316,1RB1LD_1RC0RA_1RD1LA_0LE1LC_---1LA
13123558,1RB1LD_1RC0RA_1LA---_0RE0LC_0RC0LE
13123579,1RB1LD_1RC0RA_1LA---_0RE0LD_0LB1LA
13123609,1RB1LD_1RC0RA_1LA---_0RE0LE_1LA0LD
13123700,1RB1LD_1RC0RA_1LA---_0LD1LE_1RB0LC
13123769,1RB1LD_1RC0RA_1LA---_0LE0LC_0RA1LA
13123773,1RB1LD_1RC0RA_1LA---_0LE0LC_0RC1LA
13123786,1RB1LD_1RC0RA_1LA---_0LE0LC_0RE1LA
13123793,1RB1LD_1RC0RA_1LA---_0LE0LC_1RD1LA
13123794,1RB1LD_1RC0RA_1LA---_0LE0LC_1RE1LA
13123795,1RB1LD_1RC0RA_1LA---_0LE0LC_1LA0RD
13123797,1RB1LD_1RC0RA_1LA---_0LE0LC_1LA1LA
13123798,1RB1LD_1RC0RA_1LA---_0LE0LC_1LC1LA
13123986,1RB1LD_1RC0RA_1LA---_1RB0LE_1RC0LE
13124013,1RB1LD_1RC0RA_1LA---_1RD0LE_0RC1LA
13124076,1RB1LD_1RC0RA_1LA---_1RE0LD_1LA0RA
13124234,1RB1LD_1RC0RA_1LA---_1LE0LC_0RD0RB
13124235,1RB1LD_1RC0RA_1LA---_1LE0LC_0RD0RD
13124237,1RB1LD_1RC0RA_1LA---_1LE0LC_0RE0RD
13124240,1RB1LD_1RC0RA_1LA---_1LE0LC_0LC0RD
13124242,1RB1LD_1RC0RA_1LA---_1LE0LC_1RA0RD
13124244,1RB1LD_1RC0RA_1LA---_1LE0LC_1RB0RD
13124246,1RB1LD_1RC0RA_1LA---_1LE0LC_1LA0RD
13124393,1RB1LD_1RC0RA_1LA0RA_0LC1LE_0LD---
13124510,1RB1LD_1RC0RA_1LA0RD_0LC0LE_0RC---
13124512,1RB1LD_1RC0RA_1LA0RD_0LC0LE_1RD---
13124514,1RB1LD_1RC0RA_1LA0RD_0LC0LE_1LB---
13124519,1RB1LD_1RC0RA_1LA0RD_0LE1LC_---1LA
13124528,1RB1LD_1RC0RA_1LA0RD_1RE1LC_---0RC
13124535,1RB1LD_1RC0RA_1LA0RD_1LC0LE_1LA---
13124583,1RB1LD_1RC0RA_1LA0RE_0LE1LC_---1LA
13124620,1RB1LD_1RC0RA_1LA0RE_1LB0LA_---1RA
13124640,1RB1LD_1RC0RA_1LA0RE_1LC0LC_---0LC
13124641,1RB1LD_1RC0RA_1LA0RE_1LC0LC_---1RA
13124678,1RB1LD_1RC0RA_1LA0LA_0LE1RB_---0LC
13124679,1RB1LD_1RC0RA_1LA0LA_0LE1LC_---1LA
13124745,1RB1LD_1RC0RA_1LA0LB_0LE1RB_---0LC
13124747,1RB1LD_1RC0RA_1LA0LB_0LE1LB_---0LC
13124749,1RB1LD_1RC0RA_1LA0LB_0LE1LC_---0LC
13124751,1RB1LD_1RC0RA_1LA0LB_1RB0LE_0LC---
13124894,1RB1LD_1RC0RA_1LA0LD_0LB0LE_1LC---
13124896,1RB1LD_1RC0RA_1LA0LD_1RE0LA_---0RC
13124927,1RB1LD_1RC0RA_1LA0LE_0RC0LC_0RC---
13124990,1RB1LD_1RC0RA_1LA0LE_1RC0LC_---0RC
13125088,1RB1LD_1RC0RA_1LA1RA_0LE1LC_---1LA
13125132,1RB1LD_1RC0RA_1LA1RB_0LE1LC_---1LA
13125234,1RB1LD_1RC0RA_1LA1RD_0RE0LB_---1RC
13125339,1RB1LD_1RC0RA_1LA1RE_0RC0LB_---1RD
13125357,1RB1LD_1RC0RA_1LA1RE_0RE0LB_---0LA
13125559,1RB1LD_1RC0RA_1LA1LA_0LC0LE_1LB---
13125560,1RB1LD_1RC0RA_1LA1LA_0LC0LE_1LC---
13125572,1RB1LD_1RC0RA_1LA1LA_0LE1LC_---1LA
13125879,1RB1LD_1RC0RA_1LA1LC_0LE1RC_---1LA
13125884,1RB1LD_1RC0RA_1LA1LC_0LE1LC_---1LA
13126044,1RB1LD_1RC0RA_1LA1LE_0LC0RA_0RB---
13126046,1RB1LD_1RC0RA_1LA1LE_0LC0RA_0RD---
13126051,1RB1LD_1RC0RA_1LA1LE_0LC0LC_0RB---
13126064,1RB1LD_1RC0RA_1LA1LE_0LC1LE_0RB---
13126077,1RB1LD_1RC0RA_1LA1LE_1RA0LC_0RB---
13126111,1RB1LD_1RC0RA_1LA1LE_1RD0LC_---0LA
13126128,1RB1LD_1RC0RA_1LA1LE_1RE1RB_---0LC
13126131,1RB1LD_1RC0RA_1LA1LE_1RE1LC_---0LC
13126940,1RB1LD_1RC0RA_1LB0RD_0LA1LE_---0LB
13127033,1RB1LD_1RC0RA_1LB0RE_0LD1LB_0RA---
13127171,1RB1LD_1RC0RA_1LB0LA_0LE---_1LA0RB
13129105,1RB1LD_1RC0RA_1LC1LB_0LE---_1RB1LA
13129112,1RB1LD_1RC0RA_1LC1LB_0LE---_1LA0RB
13129113,1RB1LD_1RC0RA_1LC1LB_0LE---_1LA0RD
13129415,1RB1LD_1RC0RA_1LD---_0LE1LB_1RD1LA
13129417,1RB1LD_1RC0RA_1LD---_0LE1LB_1LA0RD
13129420,1RB1LD_1RC0RA_1LD---_0LE1LB_1LA1LA
13130377,1RB1LD_1RC0RB_0RD1RC_1LE0LA_1LA---
13130671,1RB1LD_1RC0RB_0LA---_1RE0LD_1LB1RA
13130896,1RB1LD_1RC0RB_0LA0RB_1LC0LE_0LD---
13130897,1RB1LD_1RC0RB_0LA0RB_1LC0LE_1RC---
13130899,1RB1LD_1RC0RB_0LA0RB_1LC0LE_1LA---
13130901,1RB1LD_1RC0RB_0LA0RB_1LC0LE_1LC---
13130902,1RB1LD_1RC0RB_0LA0RB_1LC0LE_1LD---
13130987,1RB1LD_1RC0RB_0LA0RE_0LC1LE_0RB---
13131378,1RB1LD_1RC0RB_0LA0LE_0LC1LC_---1RA
13131569,1RB1LD_1RC0RB_0LA1RC_1LE0LB_1LA---
13131684,1RB1LD_1RC0RB_0LA1RE_1LA0LA_1RA---
13131870,1RB1LD_1RC0RB_0LA1LD_0LE1LE_1LA---
13132239,1RB1LD_1RC0RB_0LC1LD_0LE1LE_1LA---
13132492,1RB1LD_1RC0RB_0LD0LB_1LE1LC_1LA---
13132530,1RB1LD_1RC0RB_0LD1RA_1LA1LE_---0LA
13132531,1RB1LD_1RC0RB_0LD1RA_1LE0LA_0LA---
13132532,1RB1LD_1RC0RB_0LD1RA_1LE0LA_1RA---
13132536,1RB1LD_1RC0RB_0LD1RB_---1LE_0LA1LA
13132691,1RB1LD_1RC0RB_1RD---_0LE1LA_0LA1LA
13132720,1RB1LD_1RC0RB_1RD---_1LA1LE_0LE0RA
13132731,1RB1LD_1RC0RB_1RD---_1LE0RA_1LA0LE
13132747,1RB1LD_1RC0RB_1RD---_1LE1RB_1LA0LE
13132821,1RB1LD_1RC0RB_1RD1RC_1LA1LE_---0LA
13132838,1RB1LD_1RC0RB_1RD1RE_1LA0LD_---0RA
13132840,1RB1LD_1RC0RB_1RD1RE_1LA0LD_---0RD
13132842,1RB1LD_1RC0RB_1RD1RE_1LA0LD_---1RA
13132862,1RB1LD_1RC0RB_1RD1LC_1LA0LE_---0LC
13132864,1RB1LD_1RC0RB_1RD1LC_1LA0LE_---1LD
13132888,1RB1LD_1RC0RB_1RD1LE_1LA0LA_---1LC
13133110,1RB1LD_1RC0RB_1LA---_0LD0RE_1RB1LC
13133118,1RB1LD_1RC0RB_1LA---_0LD0LE_0RE1RA
13133191,1RB1LD_1RC0RB_1LA---_0LE1LA_0LE0RA
13133207,1RB1LD_1RC0RB_1LA---_0LE1LC_0LC1RC
13133571,1RB1LD_1RC0RB_1LA0RB_1LE0LC_0LB---
13133605,1RB1LD_1RC0RB_1LA0RC_0LE0LA_---0LC
13133627,1RB1LD_1RC0RB_1LA0RD_0LC0LE_0RC---
13133639,1RB1LD_1RC0RB_1LA0RD_1RE0LC_---1LC
13133643,1RB1LD_1RC0RB_1LA0RD_1LE0RA_0LA---
13133741,1RB1LD_1RC0RB_1LA0RE_1LC0LA_---0LB
13133742,1RB1LD_1RC0RB_1LA0RE_1LC0LC_---0LB
13133938,1RB1LD_1RC0RB_1LA0LE_---0LC_1RB1RB
13134020,1RB1LD_1RC0RB_1LA0LE_0LB1LB_---1LC
13134022,1RB1LD_1RC0RB_1LA0LE_0LC1LA_---0LA
13134038,1RB1LD_1RC0RB_1LA0LE_1RC0RE_---1LC
13134047,1RB1LD_1RC0RB_1LA0LE_1RC1LA_---1LC
13134071,1RB1LD_1RC0RB_1LA0LE_1LC1RE_---0LA
13134119,1RB1LD_1RC0RB_1LA1RA_1LE1LC_0LC---
13134172,1RB1LD_1RC0RB_1LA1RB_1LE1LD_0LA---
13134173,1RB1LD_1RC0RB_1LA1RC_---0LE_1LA1LB
13134197,1RB1LD_1RC0RB_1LA1RC_0LE1LA_0LB---
13134219,1RB1LD_1RC0RB_1LA1RC_1LE0LA_1LC---
13134252,1RB1LD_1RC0RB_1LA1RD_1RA0RE_---0LC
13134455,1RB1LD_1RC0RB_1LA1RE_1LC0LA_---1LA
13134457,1RB1LD_1RC0RB_1LA1RE_1LC0LC_---0RD
13134458,1RB1LD_1RC0RB_1LA1RE_1LC0LC_---1LA
13134628,1RB1LD_1RC0RB_1LA1LC_0RD0LE_1LB---
13134653,1RB1LD_1RC0RB_1LA1LC_0LB0LE_1LB---
13134664,1RB1LD_1RC0RB_1LA1LC_0LC0LE_0RC---
13134665,1RB1LD_1RC0RB_1LA1LC_0LC0LE_1RA---
13134667,1RB1LD_1RC0RB_1LA1LC_0LC1LE_0LA---
13134668,1RB1LD_1RC0RB_1LA1LC_0LC1LE_1RB---
13134669,1RB1LD_1RC0RB_1LA1LC_0LC1LE_1LB---
13134671,1RB1LD_1RC0RB_1LA1LC_0LE0RC_1LA---
13134676,1RB1LD_1RC0RB_1LA1LC_0LE1LA_1LA---
13134698,1RB1LD_1RC0RB_1LA1LC_1LE0LA_0LB---
13134700,1RB1LD_1RC0RB_1LA1LC_1LE1RC_0LC---
13134702,1RB1LD_1RC0RB_1LA1LC_1LE1LC_0LC---
13134780,1RB1LD_1RC0RB_1LA1LD_1LC0LE_0LB---
13134786,1RB1LD_1RC0RB_1LA1LD_1LE0LA_1LC---
13134789,1RB1LD_1RC0RB_1LA1LD_1LE0LC_1LC---
13134792,1RB1LD_1RC0RB_1LA1LD_1LE0LD_1LC---
13134794,1RB1LD_1RC0RB_1LA1LD_1LE0LE_1LC---
13134797,1RB1LD_1RC0RB_1LA1LD_1LE1LC_0LC---
13134945,1RB1LD_1RC0RB_1LA1LE_0LC0RE_---1LC
13134953,1RB1LD_1RC0RB_1LA1LE_0LC1LA_---1LC
13135028,1RB1LD_1RC0RB_1LA1LE_1LC0RE_---0LC
13135029,1RB1LD_1RC0RB_1LA1LE_1LC0RE_---0LD
13135041,1RB1LD_1RC0RB_1LA1LE_1LC1RE_---0LA
13135080,1RB1LD_1RC0RB_1LC0RA_1RD1LE_---0LA
13135106,1RB1LD_1RC0RB_1LC0RA_1LE---_1LA0LA
13135107,1RB1LD_1RC0RB_1LC0RA_1LE---_1LA0LD
13135108,1RB1LD_1RC0RB_1LC0RA_1LE---_1LA0LE
13135181,1RB1LD_1RC0RB_1LC0LA_1LA1LE_0LB---
13135245,1RB1LD_1RC0RB_1LC1RA_1LE0LD_1LA---
13135389,1RB1LD_1RC0RB_1LD---_1LA1LE_0LE0RA
13135487,1RB1LD_1RC0RB_1LD0LA_1LE1LB_1LA---
13135554,1RB1LD_1RC0RB_1LD0LE_1LA0RC_0LD---
13135568,1RB1LD_1RC0RB_1LD0LE_1LA1LB_---1LC
13135592,1RB1LD_1RC0RB_1LD1RA_1LA1LE_---0LC
13135601,1RB1LD_1RC0RB_1LD1RB_---1LE_0LA0LB
13135635,1RB1LD_1RC0RB_1LD1RB_1LE1LD_0LA---
13135673,1RB1LD_1RC0RB_1LD1RE_1LA0LC_0RD---
13135902,1RB1LD_1RC0RC_0RD1RC_1LE0LA_1LA---
13136063,1RB1LD_1RC0RC_0LA0RA_---0LE_1LA1LC
13136715,1RB1LD_1RC0RC_0LA1RA_---0LE_0RA0LA
13136858,1RB1LD_1RC0RC_0LA1RB_---1LE_1LC0RD
13137033,1RB1LD_1RC0RC_0LA1RE_---0LE_0RA0LA
13138090,1RB1LD_1RC0RC_0LD0RA_1LA0LE_---1LC
13138402,1RB1LD_1RC0RC_0LD1LA_1RA1LE_---1LC
13138406,1RB1LD_1RC0RC_0LD1LA_1RE0LC_1RB---
13138739,1RB1LD_1RC0RC_1RD1RA_1LE1LA_---0LA
13138749,1RB1LD_1RC0RC_1RD1RB_0LA1LE_---1LA
13139021,1RB1LD_1RC0RC_1LA0RA_---1RE_0LC0LE
13139043,1RB1LD_1RC0RC_1LA0RA_1RA1LE_0LC---
13139085,1RB1LD_1RC0RC_1LA0RA_1LE0RA_0LC---
13139093,1RB1LD_1RC0RC_1LA0RA_1LE1LE_0LC---
13139207,1RB1LD_1RC0RC_1LA0RE_---1LC_0LA0LC
13139771,1RB1LD_1RC0RC_1LA1RA_---0LE_0LC0LA
13139772,1RB1LD_1RC0RC_1LA1RA_---0LE_0LC0LD
13139775,1RB1LD_1RC0RC_1LA1RA_---0LE_1RE1LC
13139778,1RB1LD_1RC0RC_1LA1RA_---0LE_1LC1LC
13139850,1RB1LD_1RC0RC_1LA1RB_---0RE_0LC0LE
13139853,1RB1LD_1RC0RC_1LA1RB_---1RE_1LA0LE
13139887,1RB1LD_1RC0RC_1LA1RC_---1LE_0RC0LC
13139926,1RB1LD_1RC0RC_1LA1RC_1LE1RB_---0LA
13141868,1RB1LD_1RC0RC_1LC1RA_1LE0LA_0RB---
13142180,1RB1LD_1RC0RC_1LD0RA_1LA1LE_---1LC
13142225,1RB1LD_1RC0RC_1LD0RB_0LE1LB_0LA---
13142236,1RB1LD_1RC0RC_1LD0RC_1LE1LA_0LA---
13142439,1RB1LD_1RC0RC_1LD1RB_0LA1LE_---1LA
13142451,1RB1LD_1RC0RC_1LD1RB_1LE0LB_0LA---
13142495,1RB1LD_1RC0RC_1LD1RE_0LA1RB_0RD---
13143101,1RB1LD_1RC0RD_0LA---_0RE1LA_1RA0LC
13143434,1RB1LD_1RC0RD_0LA---_1LE0RB_1RD0LC
13143593,1RB1LD_1RC0RD_0LA0RE_0LC0LE_0RB---
13143962,1RB1LD_1RC0RD_0LA1RA_1LE0LA_0RB---
13143963,1RB1LD_1RC0RD_0LA1RA_1LE0LA_0RC---
13145112,1RB1LD_1RC0RD_0LD0LE_1RB1LC_1LA---
13146309,1RB1LD_1RC0RD_1LA0RA_0RC0LE_0LC---
13146315,1RB1LD_1RC0RD_1LA0RA_0LE0LA_---0RC
13146333,1RB1LD_1RC0RD_1LA0RA_1LE0LA_---1RB
13146393,1RB1LD_1RC0RD_1LA0RC_0LE0LA_1RA---
13146451,1RB1LD_1RC0RD_1LA0RE_---1LE_0LA1LB
13146548,1RB1LD_1RC0RD_1LA0LB_0RE0LC_---1RA
13146693,1RB1LD_1RC0RD_1LA0LE_0RC0RB_0LC---
13146778,1RB1LD_1RC0RD_1LA1RA_0LA0RE_---0LC
13146835,1RB1LD_1RC0RD_1LA1RB_1RE0LD_1RA---
13147103,1RB1LD_1RC0RD_1LA1LA_1RE0LC_---1RA
13147199,1RB1LD_1RC0RD_1LA1LC_0RE0LC_---1RA
13147502,1RB1LD_1RC0RD_1LB---_0LE1RE_0LA0RA
13148329,1RB1LD_1RC0RD_1LC1LB_1RB1LE_0LA---
13148536,1RB1LD_1RC0RD_1LD---_1RE1LA_0RA0LD
13148576,1RB1LD_1RC0RD_1LD---_1LA0LE_1RA1LE
13148636,1RB1LD_1RC0RD_1LD0RB_0LA1RE_---0RC
13148648,1RB1LD_1RC0RD_1LD0RE_---1LE_0LA1LB
13148750,1RB1LD_1RC0RD_1LD1RC_1RE0LC_---0RA
13149199,1RB1LD_1RC0RE_0RD1RA_1LE0LA_1LC---
13149741,1RB1LD_1RC0RE_0LA---_0LC0LE_1RA0RD
13149742,1RB1LD_1RC0RE_0LA---_0LC0LE_1RA0LA
13150168,1RB1LD_1RC0RE_0LA---_1LA0LE_1RA0LA
13150527,1RB1LD_1RC0RE_0LA0RB_---1LB_1LE0LA
13150722,1RB1LD_1RC0RE_0LA0RD_1LA0RA_---0LA
13151163,1RB1LD_1RC0RE_0LA0LB_1LC0RC_1RB---
13151282,1RB1LD_1RC0RE_0LA0LD_1LC0RA_0RD---
13151466,1RB1LD_1RC0RE_0LA1RB_---0LE_1LB1LA
13151575,1RB1LD_1RC0RE_0LA1RB_1LB1LA_---0LA
13151967,1RB1LD_1RC0RE_0LA1RD_1LC0LB_1RB---
13152716,1RB1LD_1RC0RE_0LA1LE_1LA1LC_---0RA
13152749,1RB1LD_1RC0RE_0LC0LA_0LA1LA_---0RA
13153334,1RB1LD_1RC0RE_0LD---_1LA0RC_0RA0LC
13153379,1RB1LD_1RC0RE_0LD---_1LA0LD_1RA0RD
13153689,1RB1LD_1RC0RE_0LD0LB_0LB1LA_0RC---
13153719,1RB1LD_1RC0RE_0LD0LB_1LE1LA_0RC---
13153775,1RB1LD_1RC0RE_0LD1RB_---0LE_1LB1LA
13153918,1RB1LD_1RC0RE_0LD1LA_0LE1LC_---1RA
13153919,1RB1LD_1RC0RE_0LD1LA_1RA0LC_1RD---
13154249,1RB1LD_1RC0RE_1RD---_1LA0LD_1RE0RA
13154465,1RB1LD_1RC0RE_1RD0RA_0LA1LA_---0RA
13154466,1RB1LD_1RC0RE_1RD0RA_0LA1LE_---1LB
13154629,1RB1LD_1RC0RE_1RD1RA_1LA0LA_---0RD
13155544,1RB1LD_1RC0RE_1LA---_0RC0LD_0LB1RA
13155547,1RB1LD_1RC0RE_1LA---_0RC0LD_1LE1RA
13155897,1RB1LD_1RC0RE_1LA---_0LC1LC_0RB0RA
13156185,1RB1LD_1RC0RE_1LA---_1RB0RE_1RD0LC
13156379,1RB1LD_1RC0RE_1LA---_1RE1LC_0RA0LE
13156519,1RB1LD_1RC0RE_1LA---_1LA0LD_1RE0RA
13156693,1RB1LD_1RC0RE_1LA---_1LC0LB_0RA1RE
13156884,1RB1LD_1RC0RE_1LA0RA_0RD0LA_---0LA
13156885,1RB1LD_1RC0RE_1LA0RA_0RD0LA_---1LD
13156886,1RB1LD_1RC0RE_1LA0RA_0RD0LC_1RC---
13156887,1RB1LD_1RC0RE_1LA0RA_0RE0LA_---0LA
13156912,1RB1LD_1RC0RE_1LA0RA_1RC0LB_1LC---
13156975,1RB1LD_1RC0RE_1LA0RA_1LC0LD_---1RB
13157199,1RB1LD_1RC0RE_1LA0RC_0LA0LB_0LD---
13157300,1RB1LD_1RC0RE_1LA0RD_0LE1LC_---1RB
13157372,1RB1LD_1RC0RE_1LA0RE_---1LE_1LA0LA
13157432,1RB1LD_1RC0RE_1LA0LA_0LA1LA_---0RA
13157526,1RB1LD_1RC0RE_1LA0LB_---1LE_0LA0LC
13157533,1RB1LD_1RC0RE_1LA0LB_---1LE_1LA0LA
13157721,1RB1LD_1RC0RE_1LA0LC_---1RC_1LA1RB
13157734,1RB1LD_1RC0RE_1LA0LC_---1LE_0LA1LA
13157781,1RB1LD_1RC0RE_1LA0LC_0RC1LA_---1RA
13157855,1RB1LD_1RC0RE_1LA0LD_1RC1LA_---1RA
13157873,1RB1LD_1RC0RE_1LA0LE_---0LC_0LA0RA
13157920,1RB1LD_1RC0RE_1LA1RA_---0RE_0LA0LC
13157923,1RB1LD_1RC0RE_1LA1RA_---0LA_0LC1RB
13157925,1RB1LD_1RC0RE_1LA1RA_---0LA_0LE1RA
13157927,1RB1LD_1RC0RE_1LA1RA_---0LA_0LE1LB
13157928,1RB1LD_1RC0RE_1LA1RA_---0LA_1LC0RD
13158017,1RB1LD_1RC0RE_1LA1RA_0LC0LA_0LD---
13158018,1RB1LD_1RC0RE_1LA1RA_0LC0LA_1RA---
13158022,1RB1LD_1RC0RE_1LA1RA_0LE1LC_---1RB
13158029,1RB1LD_1RC0RE_1LA1RA_1RC0LA_1RD---
13158036,1RB1LD_1RC0RE_1LA1RA_1RC1LC_---1RB
13158052,1RB1LD_1RC0RE_1LA1RA_1LC0LA_1RB---
13158151,1RB1LD_1RC0RE_1LA1RB_0RB1LA_---0LA
13158251,1RB1LD_1RC0RE_1LA1RB_1LC1LA_---0LA
13158420,1RB1LD_1RC0RE_1LA1RC_1LB0LC_0RD---
13158664,1RB1LD_1RC0RE_1LA1RD_1RB0LA_1RA---
13158740,1RB1LD_1RC0RE_1LA1RE_---0LA_0LE1RA
13159023,1RB1LD_1RC0RE_1LA1LB_---0LC_0RC0LA
13159026,1RB1LD_1RC0RE_1LA1LB_---0LC_0RE0LA
13159031,1RB1LD_1RC0RE_1LA1LB_---0LC_1RB0LA
13159032,1RB1LD_1RC0RE_1LA1LB_---0LC_1RB0LE
13159034,1RB1LD_1RC0RE_1LA1LB_---0LC_1RC0LA
13159466,1RB1LD_1RC0RE_1LA1LC_1RD1RC_---1RB
13159713,1RB1LD_1RC0RE_1LA1LE_0LC0RA_1RD---
13159861,1RB1LD_1RC0RE_1LC0RA_1LA0LA_---0RD
13159902,1RB1LD_1RC0RE_1LC0RA_1LE---_1RC0LD
13159956,1RB1LD_1RC0RE_1LC0LA_0LA1LA_---0RA
13160910,1RB1LD_1RC0RE_1LD---_1LA0LD_1RA1LA
13161066,1RB1LD_1RC0RE_1LD0RA_0LA1LA_---0RA
13161067,1RB1LD_1RC0RE_1LD0RA_0LA1LE_---1LB
13161111,1RB1LD_1RC0RE_1LD0RB_---1LB_1LE0LA
13161166,1RB1LD_1RC0RE_1LD0RD_1RB0LA_1LC---
13161349,1RB1LD_1RC0RE_1LD0LE_---0LC_1LA1RB
13161353,1RB1LD_1RC0RE_1LD0LE_---1LC_1LA1RE
13161355,1RB1LD_1RC0RE_1LD0LE_---1LE_1RC1LA
13161450,1RB1LD_1RC0RE_1LD1RB_0RB1LA_---0LA
13161463,1RB1LD_1RC0RE_1LD1RB_0LB1LA_---0LA
13161667,1RB1LD_1RC0RE_1LD1LB_---0RB_1LE0LA
13162058,1RB1LD_1RC0LA_0RD0RB_1LC1LE_1LB---
13162060,1RB1LD_1RC0LA_0RD0RB_1LE0RA_1LB---
13162063,1RB1LD_1RC0LA_0RD0RB_1LE1LB_1RA---
13162065,1RB1LD_1RC0LA_0RD0RB_1LE1LB_1LB---
13162179,1RB1LD_1RC0LA_0RD1RB_1LE0RB_1LB---
13162614,1RB1LD_1RC0LA_0LA0RA_0RC0LE_1LC---
13162776,1RB1LD_1RC0LA_0LA0RC_0LE1LA_1LB---
13162850,1RB1LD_1RC0LA_0LA0RE_0LC0LE_0RB---
13165272,1RB1LD_1RC0LA_0LB1RE_1LB1RD_---0RB
13166065,1RB1LD_1RC0LA_0LD0RA_1RC1LE_---1LA
13166295,1RB1LD_1RC0LA_0LD1LA_1RE1LC_---0RA
13166323,1RB1LD_1RC0LA_0LD1LB_1RE1LC_---0RA
13166614,1RB1LD_1RC0LA_1RD---_1RE0LB_1LB0RC
13166722,1RB1LD_1RC0LA_1RD0RA_0LA0RE_---1LA
13166771,1RB1LD_1RC0LA_1RD0RE_1LB1RB_---1RB
13166882,1RB1LD_1RC0LA_1RD1RC_0LA0LE_---0RA
13167519,1RB1LD_1RC0LA_1LA0RB_---1LE_1LB1RE
13167728,1RB1LD_1RC0LA_1LA0RC_0LE0LB_1RB---
